conference_index,Authors,Title,Year,Link,Authors with Affiliations,Abstract,first_country,first_aff_cat,first_aff_cat_UN,title_tsne_2d,abstract_tsne_2d,title_tsne_3d,abstract_tsne_3d,title_umap_2d,abstract_umap_2d,title_umap_3d,abstract_umap_3d
21,Youngmoo E. Kim;Wei Chai;Ricardo García;Barry Vercoe,Analysis of a Contour-based Representation for Melody.,2000,https://doi.org/10.5281/zenodo.1416760,Youngmoo E. Kim+MIT Media Lab>USA>education;Wei Chai+MIT Media Lab>USA>education;Ricardo Garcia+MIT Media Lab>USA>education;Barry Vercoe+MIT Media Lab>USA>education,"Identifying a musical work from a melodic fragment is a task that most people are able to accomplish with relative ease. For some time now researchers have worked to give computers this ability as well, as it would be the cornerstone of any query-by-humming system. To accomplish this, it is reasonable to study how humans are able to perform this task, and to assess what features we use to determine melodic similarity. Research has shown that melodic contour is an important feature in determining melodic similarity, but it is also clear that rhythmic information is important as well. The goal of this research is to explore what variation of contour and rhythmic information can result in the most efficient, robust, and scalable representation for melody. We intend for this to be the basis of a query-by-humming system that will be used to test the validity of our proposed representation. The importance of melodic contour The literature suggests that a coarse melodic contour description is more important to listeners than strict intervals in determining melodic similarity. Experiments have shown that interval direction alone (i.e. the 3-level +/-/0 contour representation) is an important element of melody recognition. There is, of course, anecdotal and experimental evidence that humans use more than just interval direction (a 3-level contour) in assessing melodic similarity. In an experiment by Lindsay (1996), subjects were asked to repeat (sing) a melody that was played for them. He found that while there was some correlation between sung interval accuracy and musical experience, even musically inexperienced subjects were able to negotiate different interval sizes fairly successfully. From a practical standpoint, a 3-level representation will generally require longer queries to arrive at a unique match. Given the perceptual and practical considerations, we chose to explore finer (5- and 7-level) contour divisions for our representation. Proposed melody representation We used a triple <T P B> to represent each melody, where T is the time signature of the song, P is the pitch contour vector, and B is the beat number vector. The range of values of P vary depending on the number of levels of contour used, but follow the pattern of 0, +, -, ++, --, +++, etc. The first value of B is the location of the first note within its measure in beats (according to the time signature). Successive values of B are incremented according to the number of beats between successive notes. Values of B are quantized to the nearest whole beat. Additionally, we used a vector Q to represent different contour resolutions and quantization boundaries. The length of Q indirectly reveals the number of levels of contour being used, and the individual values of Q indicate the absolute value of the quantization boundaries (in number of half-steps). For example, Q = [0 1] represents that we quantize interval changes into three levels, 0 for no change, + for an ascending interval (a boundary at one half-step or more), and - for a descending interval. This representation is equivalent to the popular +/-/0 or U/D/R (up/down/repeat) representation. Q = [0 1 3] represents a quantization of intervals into five levels, 0 for no change, + for an ascending half-step or whole-step (1 or 2 half-steps), ++ for ascending at least a minor third (3 or more half-steps), - for a descending half-step or whole-step, and -- for a descent of at least a minor third. Thus far, we have assembled a data set of 50 multi-track MIDI files, containing a mixture of popular and classical music. The popular music selections span a variety of different countries. All selected songs had a separate monophonic melody sound track.",USA,education,Developed economies,"[-9.258408, -18.996288]","[-0.05001046, 14.889844]","[0.19515072, -5.291926, -13.42408]","[1.6692821, 17.957972, -0.0232233]","[10.792171, 11.031995]","[4.888453, 3.7481217]","[14.842185, 8.919143, 1.216723]","[5.230597, 9.822582, 14.958321]"
20,Francis J. Kiernan,Score-based Style Recognition Using Artificial Neural Networks.,2000,https://doi.org/10.5281/zenodo.1416626,Francis J. Kiernan+University of Jyväskylä>FIN>education,"The original idea was to develop a system for musicological analysis that was capable of assisting in the resolution of issues concerning compositional authenticity. Based on explicit rule-based interrogation of a musical score the system gathers statistical information by way of a data extraction engine, the subsequent neural network implicitly forms an abstract impression of habitual characteristics within the composition. It must not be assumed that this system aims towards the modeling of human musical perception, as it is the author’s belief that score-based analyses cannot adequately meet this task. Initially the system was developed to explore the authenticity of flute compositions attributed to Frederick II “The Great”. Since there has long been musicological debate concerning this matter it was decided to acquire information from both performers of period instruments and musicologists concerning the characteristics and signatures required in the discrimination task. Based on free and multiple-choice reports returned a rule base was compiled that was then implemented into the system.",FIN,education,Developed economies,"[-31.089277, -11.92369]","[12.432644, -30.88258]","[-17.80238, -20.663616, -1.0394323]","[-1.451097, 11.220417, -13.886773]","[12.8334675, 11.170569]","[5.7481985, 4.361065]","[15.710591, 9.396948, -2.066324]","[6.003868, 9.425315, 14.588017]"
19,Kjell Lemström;Sami Perttu,SEMEX - An efficient Music Retrieval Prototype.,2000,https://doi.org/10.5281/zenodo.1415908,Kjell Lemström+University of Helsinki>FIN>education;Sami Perttu+University of Helsinki>FIN>education,"We present an efficient prototype for music information retrieval. The prototype uses bit-parallel algorithms for locating transposition invariant matches of monophonic query melodies within monophonic or polyphonic music stored in a database. When dealing with monophonic music, we employ a fast approximate bit-parallel algorithm with special edit distance metrics. The fast scanning phase is succeeded by verification where a separate metrics is used for ranking matches. We also offer the possibility to search for exact occurrences of a ‘distributed’ melody within polyphonic databases via a bit-parallel filtering technique. In our experiments with a database of 2 million musical elements (notes in a monophonic and chords in a polyphonic database) the responses were obtained within one second in both cases. Furthermore, our prototype is capable of using various interval classes in matching, producing more approximation when it is needed.",FIN,education,Developed economies,"[-11.552075, 18.149633]","[12.339309, 26.440453]","[-3.6583648, 13.831528, 2.518223]","[10.70419, 6.6487536, -13.371964]","[13.260828, 8.032569]","[5.90347, 3.0368783]","[16.009108, 6.9850693, -1.8055884]","[6.3214397, 9.243145, 15.570045]"
18,Özgür Izmirli,Using a Spectral Flatness Based Feature for Audio Segmentation and Retrieval.,2000,https://doi.org/10.5281/zenodo.1416438,Ozgur Izmirli+Connecticut College>USA>education,"A method that utilizes a spectral flatness based tonality feature for segmentation and content-based retrieval of audio is outlined. The method uses the tonality measure which is derived from the discrete bark spectrum as a means of detecting transitions between tonal and noise-like parts of the audio input. The meaning of ‘tonal’ in this context is different from the music-theoretical meaning and implies that there are dominant sinusoidal components in the spectrum, but, does not indicate that they are consonant or harmonic in any sense. Segmentation is performed by determining the times of these transitions, hence providing reference points for search purposes. Search is carried out by pivoting the query information on these reference points. The cumulative distance between the tonality pattern in successive frames of the query and the candidate sound fragments is used as a measure of similarity. In order to quantify the tonality, the input is processed as follows: the signal is sampled at 22050 Hz and a 2048-point FFT is performed on each frame using a Hanning analysis window. The window is hopped every 71 msecs. which corresponds to approximately 30 % overlap with the previous window. A pre-emphasis filter is applied to compensate for the reduced sensitivity of the human ear at low frequencies. The bark-band filter outputs are calculated from the FFT output by integration of the power spectral density within the critical bands. This is followed by a stage in which tonality determination is carried out for each critical band. The Spectral Flatness Measure (SFM) and the corresponding tonality coefficient (Johnston 1988) are used to quantify the tonal quality, i.e. how much tone-like the sound is as opposed to being noise-like. SFM is defined by the ratio of the geometric mean to the arithmetic mean of the power spectral density components in each critical band. A tonality vector is defined to be the collection of tonality coefficients for a single frame. More specifically, the tonality vector contains a tonality coefficient for each critical band. In order to perform segmentation, the tonal-to-noise and the noise-to-tonal transitions are obtained. These transitions are calculated, as a sequence bj (j is the time index), from the rate of change of the smoothed tonality vector with respect to time. The smoothing occurs due to averaging of the tonality vectors across several frames. By detecting rapid changes in the summary tonality in either direction, segmentation decisions are made. The sequence bj is an indicator for the overall tonal quality change of the input signal. Whenever tonal inputs become dominant in the input signal, for example, with the start of a vocal or solo instrument, the value of the indicator increases during the transition. That is to say, an increase in the value of b (over time) is interpreted as a transition from a noisy part to a more tonal part. Conversely, the decrease in the value of b, possibly extending to the negative extreme, indicates a transition from tonal to noisy spectra. The search for an audio fragment is done by comparing a short sequence of tonality vectors in the database with the same number of tonality vectors in the search sequence. As an exhaustive search is very costly for this purpose, a selective search that uses segments corresponding to relatively high perceptual entropy is performed. The determination of these segments is performed by the use of the b sequence. The starting times of these segments are called anchor times and are classified as either ‘tonal-to-noise’, or, ‘noise-to-tonal’. The noise-to-tonal anchor",USA,education,Developed economies,"[7.7985225, 26.515894]","[-15.355779, 4.570103]","[13.656799, 0.9329799, -5.064901]","[-1.0305611, 3.4738157, -13.585661]","[12.056409, 8.590465]","[5.4296637, 6.0619354]","[15.276759, 8.145539, -2.1999297]","[5.299334, 10.792669, 14.313591]"
34,Thomas von Schroeter;Shyamala Doraisamy;Stefan M. Rüger,From Raw Polyphonic Audio to Locating Recurring Themes.,2000,https://doi.org/10.5281/zenodo.1416124,"Thomas von Schroeter+Imperial College of Science, Technology and Medicine>GBR>education;Shyamala Doraisamy+University Putra Malaysia>MYS>education;Stefan M Rüger+Imperial College of Science, Technology and Medicine>GBR>education",We present research studies of two related strands in content-based music retrieval: the automatic transcription of raw audio from a single polyphonic instrument with discrete pitch (eg piano) and the location of recurring themes from a Humdrum score.,GBR,education,Developed economies,"[9.1125345, 19.227682]","[12.853577, 20.565973]","[-10.2706375, -2.1026816, 17.721214]","[9.240693, 5.064568, -7.6813326]","[12.031097, 7.6832113]","[6.2242384, 3.3784533]","[14.891649, 6.800909, 0.016611326]","[6.316942, 9.099425, 15.076531]"
17,Mari Itoh,Subject Search for Music: Quantitative Analysis of Access Point Selection.,2000,https://doi.org/10.5281/zenodo.1414950,Mari Itoh+Aichi Shukutoku University>JPN>education,"The purpose of this survey is to comprehend how the searchers selected a variety of access points for examining what search tools are most effective and necessary for searching music, and in what way they should be provided, especially for an unknown item search. The survey was carefully treated not to include the data restricted by the system requirements from which they were collected, because the purpose of the study is not to explore problems on system designing, or user interface. Manual analysis of data carried out here excludes the problems resulting in the system limitations that may differ in each online system, such as misspelling correction, stemming standardization, truncation, stop word lists, and so on. Instead, the researcher focused on which access point the user chose, not on how s/ he input terms.",JPN,education,Developed economies,"[-22.10114, 23.541822]","[49.086563, -0.627874]","[-9.04802, 21.391376, -2.6415095]","[18.097404, 3.1662197, 8.606543]","[14.149206, 8.15538]","[8.851252, 3.852485]","[16.807713, 6.568302, -1.5445592]","[8.403584, 8.05615, 14.613179]"
14,Michael Good,Representing Music Using XML.,2000,https://doi.org/10.5281/zenodo.1415032,Michael Good+Recordare>USA>company,"Why does the world need another music representation language? Beyond MIDI describes over 20 different languages or musical codes (Selfridge-Field, 1997). Most commercial music programs have their own internal, proprietary music representation and file format. Music's complexity has led to this proliferation of languages and formats. Sequencers, notation programs, analysis tools, and retrieval tools all need musical information optimized in different ways.  Yet no music interchange language has been widely adopted since MIDI. MIDI has contributed to enormous growth in the electronic music industry, but has many well-known limitations for notation, analysis, and retrieval. These include its lack of representation of musical concepts such as rests and enharmonic pitches (distinguishing Db from C#), as well as notation concepts such as stem direction and beaming. Other interchange formats such as NIFF and SMDL overcome these restrictions, but have not been widely adopted.  Successful interchange formats such as MIDI and HTML share a common trait that NIFF and SMDL lack. MIDI and HTML skillfully balance simplicity and power. They are simple enough for many people to learn, and powerful enough for many real-world applications. The simplicity makes it easy for software developers to implement the standards and to develop encoding tools for musicians. This helps circumvent the “chicken-and-egg” problem with new formats.  XML (Extensible Markup Language) is a World Wide Web Consortium (W3C) recommendation for representing structured data in text, designed for ease of usage over the Internet by a wide variety of applications. XML is a meta-markup language that lets designers and communities develop their own representation languages for different applications. Like HTML and MIDI, it balances simplicity and power in a way that has made it very attractive to software developers.  The common base of XML technology lets developers of new languages focus on representation issues instead of low-level software development. All XML-based languages can be processed by a variety of XML tools available from multiple vendors. Since XML files are text files, users of XML files always have generic text-based tools available as a lowest common denominator. XML documents are represented in Unicode, providing support for international score exchange.  MusicXML is an XML-based music interchange language. It represents common western musical notation from the 17th century onwards, including both classical and popular music. The language is designed to be extensible to future coverage of early music and less standard 20th and 21st century scores. Non-western musical notations would use a separate XML language. As an interchange language, it is designed to be sufficient, not optimal, for diverse musical applications. MusicXML is not intended to supersede other languages that are optimized for specific musical applications, but to support sharing of musical data between applications.  The current MusicXML software runs on Windows. As of September 2000, it reads 100% of the MuseData format plus portions of NIFF and Finale’s Enigma Transportable Files (ETF). It writes to Standard MIDI Files in Format 1, MuseData files, and Sibelius. The NIFF, ETF, and MIDI converters use XML versions of these languages as intermediate structures. MusicXML is defined using an XML Document Type Definition (DTD) at www.musicxml.com/xml.html. XML Schemas address some shortcomings of DTDs, but are not yet a W3C recommendation.",USA,company,Developed economies,"[2.459795, 32.48362]","[11.836211, -24.624357]","[-4.674027, 9.176758, 16.667225]","[5.3703, -2.376668, 4.1941605]","[12.518441, 7.28706]","[6.4603376, 2.699478]","[15.217891, 6.4726644, -0.4231898]","[5.4343834, 8.546635, 13.813563]"
13,Anastasia Georgaki;Spyros Raptis;Stelios Bakamidis,A Music Interface for Visually Impaired People in the WEDELMUSIC Environment. Design and Architecture.,2000,https://doi.org/10.5281/zenodo.1417291,Anastasia Georgaki+Institute for Language and Speech Processing>GRC>facility;Spyros Raptis+Institute for Language and Speech Processing>GRC>facility;Stelios Bakamidis+Institute for Language and Speech Processing>GRC>facility,"In this poster we present the architecture of a new music interface for blind musicians, integrated in the WEDELMUSIC environment which is under development at ILSP. Our scope is to facilitate the access of visually impaired persons to musical databases (scores, audio and MIDI files) via Internet and give them the possibility to edit and create musical scores.",GRC,facility,Developed economies,"[-14.327257, 32.46517]","[33.574284, 13.786798]","[-4.762981, 22.49921, -10.873221]","[13.5398855, -15.287517, 8.112961]","[13.884267, 7.631658]","[7.408534, 3.2022223]","[16.391506, 6.1966677, -1.174569]","[6.7856197, 8.305857, 14.457721]"
12,Jonathan Foote,ARTHUR: Retrieving Orchestral Music by Long-Term Structure.,2000,https://doi.org/10.5281/zenodo.1416644,"Jonathan Foote+FX Palo Alto Laboratory, Inc.>USA>company","""We introduce an audio retrieval-by-example system for orchestral music. Unlike many other approaches, this system is based on analysis of the audio waveform and does not rely on symbolic or MIDI representations. ARTHUR retrieves audio on the basis of long-term structure, specifically the variation of soft and louder passages. The long-term structure is determined from envelope of audio energy versus time in one or more frequency bands. Similarity between energy profiles is calculated using dynamic programming. Given an example audio document, other documents in a collection can be ranked by similarity of their energy profiles. Experiments are presented for a modest corpus that demonstrate excellent results in retrieving different performances of the same orchestral work, given an example performance or short excerpt as a query.""",USA,company,Developed economies,"[-7.069674, 15.496797]","[13.645696, 18.410738]","[6.35027, 16.304205, -1.902921]","[7.532961, 2.58292, -9.008388]","[12.568353, 8.061918]","[6.187683, 4.1200786]","[15.446883, 7.014519, -1.4619752]","[6.502926, 9.57489, 14.795623]"
11,Jon W. Dunn,Beyond VARIATIONS: Creating a Digital Music Library.,2000,https://doi.org/10.5281/zenodo.1415148,Jon W. Dunn+Indiana University>USA>education,"This presentation will focus primarily on work being done at Indiana University in the area of digital music libraries, with some discussion of related efforts.  Indiana University’s VARIATIONS system serves as both an early example of a working digital library supporting music content and an early application of World Wide Web technologies to music. Since April 1996, the system has provided online access within the William and Gayle Cook Music Library to sound recordings from the library’s collections. Unlike many early university-based digital library projects whose primary goals were to provide broader access to unique and/or archival collections, VARIATIONS has built its digital collection from standard musical repertoire identified as central to the teaching mission of the Indiana University School of Music.  At present, the collection available in VARIATIONS encompasses over 6800 sound recording titles, representing a broad range of musical material reflecting the curriculum of the IU School of Music, including operas, songs, instrumental music, jazz, rock, and world music. Recordings are digitized at CD-quality by library staff and stored as both WAV-format “archival” copies and MPEG service copies for delivery to users. Users are able to locate sound recordings either by browsing reserve lists (organized by course number, instructor, composer, and title) or by searching IU’s online library catalog system, IUCAT. Sound files are streamed to users via an IBM VideoCharger server and a customized player application.  VARIATIONS has become an integral part of music library services and the instructional process within the School of Music at IU, but despite its success, VARIATIONS lacks many elements that one might expect to find in a “digital music library.” One such element is access to formats other than audio. In fact, the very name VARIATIONS was intended in part to convey the idea that musical information by its nature comes in many different formats (including sound, notation, time-based information, text, video) and that access to all of these formats in an integrated fashion is a desirable goal for a digital music library system.  Indiana University has recently embarked on a four-year project to dramatically expand upon the current VARIATIONS system to create a Digital Music Library with funding from the National Science Foundation and National Endowment for the Humanities as part of the federal Digital Library Initiatives – Phase 2 (DLI2) program. Lead Principal Investigator for the project is Dr. Michael A. McRobbie, Vice President for Information Technology and Professor of Philosophy and Computer Science at IU. This project, involving faculty from music, law, and library and information science, and librarians and staff from both the library system and information technology services department, centers around three main tasks: First, the project will create a Digital Music Library (DML) testbed system. Secondly, applications will be developed for music education and research based upon the collections and functionality provided by the DML testbed. Finally, the DML will be used as a foundation for research in the areas of instruction, usability, and intellectual property rights.",USA,education,Developed economies,"[-16.572989, 29.922836]","[35.84789, 10.132367]","[-5.217111, 26.668316, 2.3462205]","[18.744118, -5.7901797, 6.7899704]","[13.944147, 7.694795]","[7.7681956, 2.9919083]","[16.503376, 6.26771, -1.1140596]","[7.328056, 8.091669, 14.956443]"
10,Maxime Crochemore;Costas S. Iliopoulos;Yoan J. Pinzón,Finding Motifs with Gaps.,2000,https://doi.org/10.5281/zenodo.1415986,Maxime Crochemore+Institut Gaspard-Monge>FRA>education;Wojciech Rytter+University of Warsaw>POL>education|University of Liverpool>GBR>education;Costas S. Iliopoulos+King's College London>GBR>education|Curtin University of Technology>AUS>education;Yoan J. Pinzon+King's College London>GBR>education|Curtin University of Technology>AUS>education,"This paper focuses on a set of string pattern-matching problems that arise in musical analysis, and especially in musical information retrieval. A musical score can be viewed as a string: at a very rudimentary level, the alphabet could simply be the set of notes in the chromatic or diatonic notation, or the set of intervals that appear between notes (e.g. pitch may be represented as MIDI numbers and pitch intervals as number of semitones). An important example of flexibility required in score searching arises from the nature of polyphonic music. Within a certain time span each of the simultaneously-performed voices in a musical composition does not, typically, contain the same number of notes. So ‘melodic events’ occurring in one voice may be separated from their neighbours in a score by intervening events in other voices. Since we cannot generally rely on voice information being present in the score we need to allow for temporal ‘gaps’ between events in the matched pattern. Typically, the magnitude of such a gap (which might be expressed as a maximum time value, or, more probably, as a maximum number of skipped event-time-slots) will be a parameter set by the user. In our mathematical treatment the allowance for gaps in the query and the score being searched is represented by the constant α. Fig. 1 shows a short example from a musical score in monophonic format in which we attempt to match a pattern y (also known as the ‘query’) within a music score t (that we will call the ‘text’). This pattern can only be matched by allowing gaps of up to two spaces between pitches in the pattern; Note that the matching of the pattern to the score can be actually ‘approximate’ (see Cambouropolos et al 1999), in that the difference between the pitches and the sequence of musical events could be bounded by a constant δ (for simplicity we set δ to be zero in this example). We can see that there is an occurrence of the pattern in the text, starting at position three because y1, y2, y3, y4 and y5 matches exactly x3, x5, x8, x9 and x11, respectively, with a sequence of gaps G=(g1=1, g2=2, g3=0, g4=1). g1 is the number of spaces between the first two matched pitches in the text (i.e. between (x3=8) and (x5=3)), g2 is the number of spaces between the second and the third matched pitches in the text, and so on. Clearly, this is a valid match because all the gaps are less than or equal to two, which was the given gap restriction. If we want to find matches with a gap of up to one, then this match won’t be a valid one. Fig. 2 shows a similar example but for δ=1 so that the matched pitches don’t need to be exact, an ‘error’ of up to 1 is now allowed. Therefore, the first pitch in the pattern (8) matches the third pitch in the text (7) because |8-7|=1 and that is less or equal to our allowed error of one. The second pitch in the pattern (3) matches the fifth pitch in the text (4) and so on. The sequence of gaps remains exactly the same. The problem of matching with gaps can be formally defined as follows: given a musical sequence x (call the ‘text’) and a motif y (call the ‘pattern’) find all occurrences of y in x such that yi = xji ∀ i ∈ {1..m}, where m is the length of y. Note that y occurs at position j1 of x with a gap sequence G=(g1, g2, …, gm-1), where gi =|ji - ji+1-1| ∀ i ∈ {1..m-1}. We will consider this problem under a variety of conditions: the motif matching can be either exact or approximate. The gaps can be bounded, unbounded or all the same length. We have designed efficient algorithms and implementations of all the above variants.",FRA,education,Developed economies,"[12.408132, 8.233631]","[4.8844476, 22.101044]","[3.1805437, -4.361238, 12.461729]","[7.1648836, 8.401042, -12.309202]","[11.083781, 7.950862]","[5.247854, 3.2788951]","[14.104313, 7.497063, -0.5923619]","[5.608079, 9.571529, 15.30644]"
